MANDT,KNUMV,KPOSN,STUNR,ZAEHK,KAPPL,KSCHL,KDATU,KRECH,KAWRT,KBETR,WAERS,KKURS,KPEIN,KMEIN,KUMZA,KUMNE,KNTYP,KSTAT,KNPRS,KRUEK,KRELI,KHERK,KGRPE,KOUPD,KOLNR,KNUMH,KOPOS,KVSL1,SAKN1,MWSK1,KVSL2,SAKN2,MWSK2,LIFNR,KUNNR,KDIFF,KWERT,KSTEU,KINAK,KOAID,ZAEKO,KMXAW,KMXWR,KFAKTOR,KDUPL,KFAKTOR1,KZBZG,KSTBS,KONMS,KONWS,KAWRT_K,KWAEH,KWERT_K,KFKIV,KVARC,KMPRS,PRSQU,VARCOND,STUFE,WEGXX,KTREL,MDFLG,TXJLV,KBFLAG,KOLNR3,CPF_GUID,KAQTY
375,1000000264,2,21,1,MS,NAVM,2/15/17,B,3000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000266,2,12,1,MS,PRSX,4/1/17,C,100.00,150.00,USD,1,1,HR,1,1,H,X,,,,C,,,0,,0,,,,,,,,,0,"1,500.00",D,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000266,2,13,1,MS,PRS4,4/1/17,C,100.00,0.00,USD,1,1,HR,1,1,,,,,,A,,,0,,0,,,,,,,,,0,"1,500.00",D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000266,2,15,1,MS,ZA00,4/1/17,A,1500.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000266,2,15,2,MS,KZ01,4/1/17,A,1500.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000266,2,15,3,MS,GPRO,4/1/17,A,1500.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000266,2,21,1,MS,NAVM,2/15/17,B,3000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000266,3,12,1,MS,PRSX,4/1/17,C,50.00,150.00,USD,1,1,HR,1,1,H,X,,,,C,,,0,,0,,,,,,,,,0,750,D,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000266,3,13,1,MS,PRS4,4/1/17,C,50.00,0.00,USD,1,1,HR,1,1,,,,,,A,,,0,,0,,,,,,,,,0,750,D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000266,3,15,1,MS,ZA00,4/1/17,A,750.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000266,3,15,2,MS,KZ01,4/1/17,A,750.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000266,3,15,3,MS,GPRO,4/1/17,A,750.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000266,3,21,1,MS,NAVM,2/15/17,B,1500.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000267,10,1,1,M,PBXX,2/4/17,C,10.00,1000.00,CNY,/8.28100,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"-1,000",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000267,10,10,1,M,ZC00,2/4/17,C,10.00,1000.00,CNY,/8.28100,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,"-1,000",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000267,10,21,1,M,NAVM,2/4/17,B,-2000.00,0.00,CNY,/8.28100,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000267,10,35,1,M,SKTO,2/4/17,A,-2000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000267,10,60,1,M,WOTB,2/4/17,C,10.00,2000.00,CNY,/8.28100,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"-2,000",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000268,10,1,1,M,PBXX,2/14/17,C,100000.00,1.28,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"12,800.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000268,10,21,1,M,NAVM,2/14/17,B,12800.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000268,10,35,1,M,SKTO,2/14/17,A,12800.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000268,10,60,1,M,WOTB,2/14/17,C,100000.00,1.28,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"12,800.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000269,10,1,1,M,PBXX,2/14/17,C,100000.00,1.28,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"12,800.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000269,10,21,1,M,NAVM,2/14/17,B,12800.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000269,10,35,1,M,SKTO,2/14/17,A,12800.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000269,10,60,1,M,WOTB,2/14/17,C,100000.00,1.28,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"12,800.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000270,10,1,1,M,PBXX,2/14/17,C,100000.00,1.28,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"12,800.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000270,10,21,1,M,NAVM,2/14/17,B,12800.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000270,10,35,1,M,SKTO,2/14/17,A,12800.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000270,10,60,1,M,WOTB,2/14/17,C,100000.00,1.28,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"12,800.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000271,10,1,1,M,PBXX,2/14/17,C,100000.00,1.27,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"12,700.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000271,10,21,1,M,NAVM,2/14/17,B,12700.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000271,10,35,1,M,SKTO,2/14/17,A,12700.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000271,10,60,1,M,WOTB,2/14/17,C,100000.00,1.27,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"12,700.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000272,10,1,1,M,PBXX,2/14/17,C,100000.00,1.22,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"12,200.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000272,10,21,1,M,NAVM,2/14/17,B,12200.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000272,10,35,1,M,SKTO,2/14/17,A,12200.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000272,10,60,1,M,WOTB,2/14/17,C,100000.00,1.22,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"12,200.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000273,10,1,1,M,PBXX,2/14/17,C,100000.00,1.22,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"12,200.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000273,10,21,1,M,NAVM,2/14/17,B,12200.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000273,10,35,1,M,SKTO,2/14/17,A,12200.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000273,10,60,1,M,WOTB,2/14/17,C,100000.00,1.22,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"12,200.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000274,10,1,1,M,PBXX,2/14/17,C,100000.00,1.28,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"12,800.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000274,10,21,1,M,NAVM,2/14/17,B,12800.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000274,10,35,1,M,SKTO,2/14/17,A,12800.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000274,10,60,1,M,WOTB,2/14/17,C,100000.00,1.28,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"12,800.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000275,10,1,1,M,PBXX,2/14/17,C,100000.00,1.28,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"12,800.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000275,10,21,1,M,NAVM,2/14/17,B,12800.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000275,10,35,1,M,SKTO,2/14/17,A,12800.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000275,10,60,1,M,WOTB,2/14/17,C,100000.00,1.28,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"12,800.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000276,10,1,1,M,PBXX,2/16/17,C,10.00,10000.00,USD,1,1,AU,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"10,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000276,10,21,1,M,NAVM,2/16/17,B,10000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000276,10,35,1,M,SKTO,2/16/17,A,10000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000276,10,60,1,M,WOTB,2/16/17,C,10.00,10000.00,USD,1,1,AU,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"10,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000278,2,12,1,MS,PRSX,2/16/17,C,1000.00,100.00,USD,1,1,D,1,1,H,X,,,,C,,,0,,0,,,,,,,,,0,"10,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000278,2,13,1,MS,PRS4,2/16/17,C,1000.00,0.00,USD,1,1,D,1,1,,,,,,A,,,0,,0,,,,,,,,,0,"10,000.00",A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000278,2,15,1,MS,ZA00,2/16/17,A,10000.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000278,2,15,2,MS,KZ01,2/16/17,A,10000.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000278,2,15,3,MS,GPRO,2/16/17,A,10000.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000279,10,1,1,M,PBXX,2/16/17,C,10.00,2500000.00,USD,1,1,AU,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"2,500,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000279,10,21,1,M,NAVM,2/16/17,B,2500000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000279,10,35,1,M,SKTO,2/16/17,A,2500000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000279,10,60,1,M,WOTB,2/16/17,C,10.00,2500000.00,USD,1,1,AU,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"2,500,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000281,2,12,1,MS,PRSX,2/16/17,C,1000.00,25000.00,USD,1,1,H,1,1,H,X,,,,C,,,0,,0,,,,,,,,,0,"2,500,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000281,2,13,1,MS,PRS4,2/16/17,C,1000.00,0.00,USD,1,1,H,1,1,,,,,,A,,,0,,0,,,,,,,,,0,"2,500,000.00",A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000281,2,15,1,MS,ZA00,2/16/17,A,2500000.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000281,2,15,2,MS,KZ01,2/16/17,A,2500000.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000281,2,15,3,MS,GPRO,2/16/17,A,2500000.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000282,10,1,1,M,PBXX,2/16/17,C,1000.00,1000.00,USD,1,1,FT3,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"100,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000282,10,21,1,M,NAVM,2/16/17,B,100000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000282,10,35,1,M,SKTO,2/16/17,A,100000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000282,10,60,1,M,WOTB,2/16/17,C,1000.00,1000.00,USD,1,1,FT3,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"100,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000283,10,1,1,M,PBXX,2/2/17,C,20.00,60.00,AUD,0.56,1,G,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,120,C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000283,10,10,1,M,ZC00,2/2/17,C,20.00,30.00,AUD,0.56,1,G,1,1,,,,,,C,,,0,,0,,,,,,,,,0,60,C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000283,10,10,2,M,RL01,2/16/17,A,120.00,-100.00,,,0,,0,0,,,,,,C,,,0,,0,,,,,,,,,0,-12,C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000283,10,21,1,M,NAVM,2/2/17,B,168.00,0.00,AUD,0.56,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000283,10,35,1,M,SKTO,2/2/17,A,168.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000283,10,60,1,M,WOTB,2/2/17,C,20.00,84.00,AUD,0.56,1,G,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,168,A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000284,10,1,1,M,PBXX,2/14/17,C,500.00,58.50,USD,1,1,L,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"2,925.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000284,10,21,1,M,NAVM,2/14/17,B,2925.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000284,10,35,1,M,SKTO,2/14/17,A,2925.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000284,10,60,1,M,WOTB,2/14/17,C,500.00,58.50,USD,1,1,L,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"2,925.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000285,10,1,1,M,PBXX,2/14/17,C,300.00,58.33,USD,1,1,L,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"1,749.90",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000285,10,21,1,M,NAVM,2/14/17,B,1749.90,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000285,10,35,1,M,SKTO,2/14/17,A,1749.90,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000285,10,60,1,M,WOTB,2/14/17,C,300.00,58.33,USD,1,1,L,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"1,749.90",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000286,10,1,1,M,PBXX,2/2/17,C,30.00,60.00,AUD,0.56,1,G,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,100.8,C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000286,10,10,1,M,ZC00,2/2/17,C,30.00,30.00,AUD,0.56,1,G,1,1,,,,,,C,,,0,,0,,,,,,,,,0,50.4,C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000286,10,10,2,M,RL01,2/16/17,A,100.80,-100.00,,,0,,0,0,,,,,,C,,,0,,0,,,,,,,,,0,-10.08,C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000286,10,21,1,M,NAVM,2/2/17,B,141.12,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000286,10,35,1,M,SKTO,2/2/17,A,141.12,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000286,10,60,1,M,WOTB,2/2/17,C,30.00,47.04,USD,1,1,G,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,141.12,A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000287,10,1,1,M,PBXX,2/2/17,C,30.00,60.00,AUD,0.56,1,G,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,-100.8,C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000287,10,10,1,M,ZC00,2/2/17,C,30.00,30.00,AUD,0.56,1,G,1,1,,,,,,C,,,0,,0,,,,,,,,,0,-50.4,C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000287,10,10,2,M,RL01,2/16/17,A,-100.80,-100.00,,,0,,0,0,,,,,,C,,,0,,0,,,,,,,,,0,10.08,C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000287,10,21,1,M,NAVM,2/2/17,B,-141.12,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000287,10,35,1,M,SKTO,2/2/17,A,-141.12,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000287,10,60,1,M,WOTB,2/2/17,C,30.00,47.04,USD,1,1,G,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,-141.12,A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000289,2,12,1,MS,PRSX,2/16/17,C,10.00,100.00,USD,1,1,H,1,1,H,X,,,,C,,,0,,0,,,,,,,,,0,100,A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000289,2,13,1,MS,PRS4,2/16/17,C,10.00,0.00,USD,1,1,H,1,1,,,,,,A,,,0,,0,,,,,,,,,0,100,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000289,2,15,1,MS,ZA00,2/16/17,A,100.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000289,2,15,2,MS,KZ01,2/16/17,A,100.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
