,MANDT,BUKRS,BELNR,GJAHR,BUZEI,BUZID,AUGDT,AUGCP,AUGBL,BSCHL,KOART,UMSKZ,UMSKS,ZUMSK,SHKZG,GSBER,PARGB,MWSKZ,QSSKZ,DMBTR,WRBTR,KZBTR,PSWBT,PSWSL,TXBHW,TXBFW,MWSTS,WMWST,HWBAS,FWBAS,HWZUZ,FWZUZ,SHZUZ,STEKZ,MWART,TXGRP,KTOSL,QSSHB,KURSR,GBETR,BDIFF,BDIF2,VALUT,ZUONR,SGTXT,ZINKZ,VBUND,BEWAR,ALTKT,VORGN,FDLEV,FDGRP,FDWBT,FDTAG,FKONT,KOKRS,KOSTL,PROJN,AUFNR,VBELN,VBEL2,POSN2,ETEN2,ANLN1,ANLN2,ANBWA,BZDAT,PERNR,XUMSW,XHRES,XKRES,XOPVW,XCPDD,XSKST,XSAUF,XSPRO,XSERG,XFAKT,XUMAN,XANET,XSKRL,XINVE,XPANZ,XAUTO,XNCOP,XZAHL,SAKNR,HKONT,KUNNR,LIFNR,FILKD,XBILK,GVTYP,HZUON,ZFBDT,ZTERM,ZBD1T,ZBD2T,ZBD3T
1249,670,US00,4900002107,2018,16,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,BI00,,,"       1,400.00","       1,400.00",0.0,"       1,400.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,1000023.0,,25.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,720000,,,,,RE,,00/00/0000,,0,0,0
1250,670,US00,4900002107,2018,17,M,00/00/0000,00/00/0000,,99,M,,,,H,BI00,BI00,,,          20.00,          20.00,0.0,          20.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,25.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
1251,670,US00,4900002107,2018,18,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,BI00,,,          20.00,          20.00,0.0,          20.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,1000023.0,,25.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,720000,,,,,RE,,00/00/0000,,0,0,0
1252,670,US00,4900002107,2018,19,M,00/00/0000,00/00/0000,,99,M,,,,H,BI00,BI00,,,          70.00,          70.00,0.0,          70.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,25.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
1253,670,US00,4900002107,2018,20,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,BI00,,,          70.00,          70.00,0.0,          70.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,1000023.0,,25.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,720000,,,,,RE,,00/00/0000,,0,0,0
1254,670,US00,4900002108,2018,1,M,00/00/0000,00/00/0000,,99,M,,,,H,BI00,,,,"      14,527.20","      14,527.20",0.0,"      14,527.20",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RMWL,,,0.0,00/00/0000,0,NA00,,,,,25.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200100,1026.0,,,X,,,00/00/0000,,0,0,0
1255,670,US00,4900002108,2018,2,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,,,,"      14,527.20","      14,527.20",0.0,"      14,527.20",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RMWL,,,0.0,00/00/0000,0,NA00,NASA1000,,,,25.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,780000,1026.0,,,,RE,,00/00/0000,,0,0,0
1256,670,US00,4900002109,2018,1,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,"       2,259.40","       2,259.40",0.0,"       2,259.40",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200300,,,,X,,,00/00/0000,,0,0,0
1257,670,US00,4900002109,2018,2,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,"       2,259.40","       2,259.40",0.0,"       2,259.40",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
1258,670,US00,4900002109,2018,3,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,"      20,000.00","      20,000.00",0.0,"      20,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
1259,670,US00,4900002109,2018,4,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,"      20,000.00","      20,000.00",0.0,"      20,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
1260,670,US00,4900002109,2018,5,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,"       7,500.00","       7,500.00",0.0,"       7,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
1261,670,US00,4900002109,2018,6,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,"       7,500.00","       7,500.00",0.0,"       7,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
1262,670,US00,4900002109,2018,7,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,"       5,000.00","       5,000.00",0.0,"       5,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
1263,670,US00,4900002109,2018,8,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,"       5,000.00","       5,000.00",0.0,"       5,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
1264,670,US00,4900002109,2018,9,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,"       2,500.00","       2,500.00",0.0,"       2,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
1265,670,US00,4900002109,2018,10,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,"       2,500.00","       2,500.00",0.0,"       2,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
1266,670,US00,4900002109,2018,11,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,"       4,500.00","       4,500.00",0.0,"       4,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
1267,670,US00,4900002109,2018,12,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,"       4,500.00","       4,500.00",0.0,"       4,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
1268,670,US00,4900002109,2018,13,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,"       1,000.00","       1,000.00",0.0,"       1,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
1269,670,US00,4900002109,2018,14,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,"       1,000.00","       1,000.00",0.0,"       1,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/15/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
1270,670,US00,4900002110,2018,1,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,"       7,000.00","       7,000.00",0.0,"       7,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
1271,670,US00,4900002110,2018,2,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,"       7,000.00","       7,000.00",0.0,"       7,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
1272,670,US00,4900002110,2018,3,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,         100.00,         100.00,0.0,         100.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
1273,670,US00,4900002110,2018,4,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,         100.00,         100.00,0.0,         100.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
1274,670,US00,4900002110,2018,5,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,         350.00,         350.00,0.0,         350.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
1275,670,US00,4900002110,2018,6,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,         350.00,         350.00,0.0,         350.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
1276,670,US00,4900002111,2018,1,M,00/00/0000,00/00/0000,,99,M,,,,H,BI00,BI00,,,"       2,259.40","       2,259.40",0.0,"       2,259.40",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200300,,,,X,,,00/00/0000,,0,0,0
1277,670,US00,4900002111,2018,2,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,BI00,,,"       2,259.40","       2,259.40",0.0,"       2,259.40",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,1000013.0,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,720300,,,,,RE,,00/00/0000,,0,0,0
1278,670,US00,4900002111,2018,3,M,00/00/0000,00/00/0000,,99,M,,,,H,BI00,BI00,,,"       1,500.00","       1,500.00",0.0,"       1,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
1279,670,US00,4900002111,2018,4,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,BI00,,,"       1,500.00","       1,500.00",0.0,"       1,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,1000013.0,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,720000,,,,,RE,,00/00/0000,,0,0,0
1280,670,US00,4900002111,2018,5,M,00/00/0000,00/00/0000,,99,M,,,,H,BI00,BI00,,,"       1,000.00","       1,000.00",0.0,"       1,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
1281,670,US00,4900002111,2018,6,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,BI00,,,"       1,000.00","       1,000.00",0.0,"       1,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,1000013.0,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,720000,,,,,RE,,00/00/0000,,0,0,0
1282,670,US00,4900002111,2018,7,M,00/00/0000,00/00/0000,,99,M,,,,H,BI00,BI00,,,         500.00,         500.00,0.0,         500.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
1283,670,US00,4900002111,2018,8,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,BI00,,,         500.00,         500.00,0.0,         500.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,1000013.0,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,720000,,,,,RE,,00/00/0000,,0,0,0
1284,670,US00,4900002111,2018,9,M,00/00/0000,00/00/0000,,99,M,,,,H,BI00,BI00,,,         900.00,         900.00,0.0,         900.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
1285,670,US00,4900002111,2018,10,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,BI00,,,         900.00,         900.00,0.0,         900.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,1000013.0,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,720000,,,,,RE,,00/00/0000,,0,0,0
1286,670,US00,4900002111,2018,11,M,00/00/0000,00/00/0000,,99,M,,,,H,BI00,BI00,,,         200.00,         200.00,0.0,         200.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
1287,670,US00,4900002111,2018,12,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,BI00,,,         200.00,         200.00,0.0,         200.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,1000013.0,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,720000,,,,,RE,,00/00/0000,,0,0,0
1288,670,US00,4900002111,2018,13,M,00/00/0000,00/00/0000,,99,M,,,,H,BI00,BI00,,,"       1,400.00","       1,400.00",0.0,"       1,400.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
1289,670,US00,4900002111,2018,14,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,BI00,,,"       1,400.00","       1,400.00",0.0,"       1,400.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,1000013.0,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,720000,,,,,RE,,00/00/0000,,0,0,0
1290,670,US00,4900002111,2018,15,M,00/00/0000,00/00/0000,,99,M,,,,H,BI00,BI00,,,          20.00,          20.00,0.0,          20.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
1291,670,US00,4900002111,2018,16,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,BI00,,,          20.00,          20.00,0.0,          20.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,1000013.0,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,720000,,,,,RE,,00/00/0000,,0,0,0
1292,670,US00,4900002111,2018,17,M,00/00/0000,00/00/0000,,99,M,,,,H,BI00,BI00,,,          70.00,          70.00,0.0,          70.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
1293,670,US00,4900002111,2018,18,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,BI00,,,          70.00,          70.00,0.0,          70.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180515.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,1000013.0,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,720000,,,,,RE,,00/00/0000,,0,0,0
1294,670,US00,4900002112,2018,1,M,00/00/0000,00/00/0000,,99,M,,,,H,BI00,,,,"      14,610.40","      14,610.40",0.0,"      14,610.40",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180516.0,,,,,,RMWL,,,0.0,00/00/0000,0,NA00,,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200100,1021.0,,,X,,,00/00/0000,,0,0,0
1295,670,US00,4900002112,2018,2,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,,,,"      14,610.40","      14,610.40",0.0,"      14,610.40",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180516.0,,,,,,RMWL,,,0.0,00/00/0000,0,NA00,NASA1000,,,,19.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,780000,1021.0,,,,RE,,00/00/0000,,0,0,0
1296,670,US00,4900002113,2018,1,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,"      11,297.00","      11,297.00",0.0,"      11,297.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180516.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,27.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200300,,,,X,,,00/00/0000,,0,0,0
1297,670,US00,4900002113,2018,2,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,"      11,297.00","      11,297.00",0.0,"      11,297.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180516.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,27.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
1298,670,US00,4900002113,2018,3,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,"      20,000.00","      20,000.00",0.0,"      20,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180516.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,27.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
1299,670,US00,4900002113,2018,4,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,"      20,000.00","      20,000.00",0.0,"      20,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180516.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,27.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
1300,670,US00,4900002113,2018,5,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,"       7,500.00","       7,500.00",0.0,"       7,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/16/2018,20180516.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,27.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
